date;hour;state;suspects;refuses;cases;deaths
15/03/2020;19:15;Mato Grosso;8;7;0;0
15/03/2020;19:15;Goiás;4;49;3;0
15/03/2020;19:15;Distrito Federal;81;91;8;0
16/03/2020;15:50;Rondônia;2;1;0;0
16/03/2020;15:50;Acre;3;0;0;0
16/03/2020;15:50;Amazonas;0;7;1;0
16/03/2020;15:50;Roraima;2;0;0;0
16/03/2020;15:50;Pará;1;22;0;0
16/03/2020;15:50;Amapá;2;0;0;0
16/03/2020;15:50;Tocantins;3;0;0;0
16/03/2020;15:50;Maranhão;6;2;0;0
16/03/2020;15:50;Piauí;2;3;0;0
16/03/2020;15:50;Ceará;22;60;0;0
16/03/2020;15:50;Rio Grande do Norte;14;15;1;0
16/03/2020;15:50;Paraíba;33;15;0;0
16/03/2020;15:50;Pernambuco;18;23;2;0
16/03/2020;15:50;Alagoas;16;22;1;0
16/03/2020;15:50;Sergipe;1;11;1;0
16/03/2020;15:50;Bahia;65;40;2;0
16/03/2020;15:50;Minas Gerais;102;88;5;0
16/03/2020;15:50;Espírito Santo;50;21;1;0
16/03/2020;15:50;Rio de Janeiro;96;153;31;0
16/03/2020;15:50;São Paulo;1177;623;152;0
16/03/2020;15:50;Paraná;85;83;6;0
16/03/2020;15:50;Santa Catarina;109;44;7;0
16/03/2020;15:50;Rio Grande do Sul;119;218;6;0
16/03/2020;15:50;Mato Grosso do Sul;12;19;2;0
16/03/2020;15:50;Mato Grosso;14;7;0;0
16/03/2020;15:50;Goiás;3;54;3;0
16/03/2020;15:50;Distrito Federal;107;93;13;0
17/03/2020;18:10;Rondônia;38;3;0;0
17/03/2020;18:10;Acre;8;0;0;0
17/03/2020;18:10;Amazonas;7;19;1;0
17/03/2020;18:10;Roraima;5;0;0;0
17/03/2020;18:10;Pará;21;22;0;0
17/03/2020;18:10;Amapá;6;0;0;0
17/03/2020;18:10;Tocantins;11;0;0;0
17/03/2020;18:10;Maranhão;52;8;0;0
17/03/2020;18:10;Piauí;14;4;0;0
17/03/2020;18:10;Ceará;211;95;5;0
17/03/2020;18:10;Rio Grande do Norte;72;21;1;0
17/03/2020;18:10;Paraíba;48;15;0;0
17/03/2020;18:10;Pernambuco;71;33;16;0
17/03/2020;18:10;Alagoas;34;20;1;0
17/03/2020;18:10;Sergipe;7;12;4;0
17/03/2020;18:10;Bahia;375;59;3;0
17/03/2020;18:10;Minas Gerais;563;99;7;0
17/03/2020;18:10;Espírito Santo;69;21;1;0
17/03/2020;18:10;Rio de Janeiro;859;194;33;0
17/03/2020;18:10;São Paulo;5047;709;164;1
17/03/2020;18:10;Paraná;240;82;6;0
17/03/2020;18:10;Santa Catarina;220;55;7;0
17/03/2020;18:10;Rio Grande do Sul;300;217;10;0
17/03/2020;18:10;Mato Grosso do Sul;44;45;4;0
17/03/2020;18:10;Mato Grosso;23;7;0;0
17/03/2020;18:10;Goiás;221;54;6;0
17/03/2020;18:10;Distrito Federal;253;96;22;0
18/03/2020;20:00;Rondônia;61;2;0;0
18/03/2020;20:00;Acre;12;0;0;0
18/03/2020;20:00;Amazonas;18;26;1;0
18/03/2020;20:00;Roraima;9;0;0;0
18/03/2020;20:00;Pará;43;23;0;0
18/03/2020;20:00;Amapá;15;0;0;0
18/03/2020;20:00;Tocantins;13;0;0;0
18/03/2020;20:00;Maranhão;125;13;0;0
18/03/2020;20:00;Piauí;12;2;0;0
18/03/2020;20:00;Ceará;493;89;9;0
18/03/2020;20:00;Rio Grande do Norte;108;22;1;0
18/03/2020;20:00;Paraíba;85;11;0;0
18/03/2020;20:00;Pernambuco;89;23;16;0
18/03/2020;20:00;Alagoas;43;22;1;0
18/03/2020;20:00;Sergipe;15;11;5;0
18/03/2020;20:00;Bahia;573;36;3;0
18/03/2020;20:00;Minas Gerais;925;104;15;0
18/03/2020;20:00;Espírito Santo;71;21;9;0
18/03/2020;20:00;Rio de Janeiro;1254;148;45;0
18/03/2020;20:00;São Paulo;5334;596;240;4
18/03/2020;20:00;Paraná;400;119;13;0
18/03/2020;20:00;Santa Catarina;346;47;10;0
18/03/2020;20:00;Rio Grande do Sul;416;330;19;0
18/03/2020;20:00;Mato Grosso do Sul;93;26;7;0
18/03/2020;20:00;Mato Grosso;45;8;0;0
18/03/2020;20:00;Goiás;353;55;8;0
18/03/2020;20:00;Distrito Federal;327;107;26;0
19/03/2020;;Acre;103;0;4;0
19/03/2020;;Alagoas;38;29;4;0
19/03/2020;;Amapá;64;0;0;0
19/03/2020;;Amazonas;7;42;3;0
19/03/2020;;Bahia;525;443;30;0
19/03/2020;;Ceará;259;118;24;0
19/03/2020;;Distrito Federal;235;134;84;0
19/03/2020;;Espírito Santo;488;148;13;0
19/03/2020;;Goiás;303;98;15;0
19/03/2020;;Maranhão;205;22;0;0
19/03/2020;;Mato Grosso;59;11;0;0
19/03/2020;;Mato Grosso do Sul;39;123;9;0
19/03/2020;;Minas Gerais;2140;104;29;0
19/03/2020;;Pará;74;32;0;0
19/03/2020;;Paraíba;138;16;1;0
19/03/2020;;Paraná;146;122;23;0
19/03/2020;;Pernambuco;311;166;28;0
19/03/2020;;Piauí;65;2;3;0
19/03/2020;;Rio de Janeiro;1254;148;66;2
19/03/2020;;Rio Grande do Norte;131;41;1;0
19/03/2020;;Rio Grande do Sul;208;370;31;0
19/03/2020;;Rondônia;84;8;0;0
19/03/2020;;Roraima;21;9;0;0
19/03/2020;;Santa Catarina;273;73;21;0
19/03/2020;;São Paulo;7669;596;286;5
19/03/2020;;Sergipe;9;45;6;0
19/03/2020;;Tocantins;38;0;1;0
20/03/2020;;Acre;137;120;7;0
20/03/2020;;Alagoas;53;38;6;0
20/03/2020;;Amapá;24;49;1;0
20/03/2020;;Amazonas;13;52;7;0
20/03/2020;;Bahia;818;459;33;0
20/03/2020;;Ceará;259;118;68;0
20/03/2020;;Distrito Federal;0;0;87;0
20/03/2020;;Espírito Santo;486;153;16;0
20/03/2020;;Goiás;506;98;18;0
20/03/2020;;Maranhão;204;22;1;0
20/03/2020;;Mato Grosso;73;16;1;0
20/03/2020;;Mato Grosso do Sul;52;134;12;0
20/03/2020;;Minas Gerais;4084;0;38;0
20/03/2020;;Pará;72;32;2;0
20/03/2020;;Paraíba;73;40;1;0
20/03/2020;;Paraná;202;137;36;0
20/03/2020;;Pernambuco;308;166;31;0
20/03/2020;;Piauí;161;56;4;0
20/03/2020;;Rio de Janeiro;0;0;119;3
20/03/2020;;Rio Grande do Norte;131;0;6;0
20/03/2020;;Rio Grande do Sul;295;495;43;0
20/03/2020;;Rondônia;114;9;1;0
20/03/2020;;Roraima;16;12;0;0
20/03/2020;;Santa Catarina;361;0;40;0
20/03/2020;;São Paulo;9023;775;345;9
20/03/2020;;Sergipe;25;41;7;0
20/03/2020;;Tocantins;67;16;1;0
21/03/2020;;Acre;5;139;11;0
21/03/2020;;Alagoas;59;47;7;0
21/03/2020;;Amapá;55;59;1;0
21/03/2020;;Amazonas;23;66;11;0
21/03/2020;;Bahia;1068;535;41;0
21/03/2020;;Ceará;0;0;84;0
21/03/2020;;Distrito Federal;2717;1485;108;0
21/03/2020;;Espírito Santo;486;153;26;0
21/03/2020;;Goiás;303;98;18;0
21/03/2020;;Maranhão;214;135;1;0
21/03/2020;;Mato Grosso;73;16;2;0
21/03/2020;;Mato Grosso do Sul;50;159;16;0
21/03/2020;;Minas Gerais;5862;0;55;0
21/03/2020;;Pará;234;76;2;0
21/03/2020;;Paraíba;73;40;2;0
21/03/2020;;Paraná;273;172;43;0
21/03/2020;;Pernambuco;311;166;28;0
21/03/2020;;Piauí;129;62;4;0
21/03/2020;;Rio de Janeiro;0;0;119;3
21/03/2020;;Rio Grande do Norte;131;0;6;0
21/03/2020;;Rio Grande do Sul;295;495;61;0
21/03/2020;;Rondônia;137;9;3;0
21/03/2020;;Roraima;9;14;2;0
21/03/2020;;Santa Catarina;361;0;51;0
21/03/2020;;São Paulo;0;0;459;15
21/03/2020;;Sergipe;0;0;10;0
21/03/2020;;Tocantins;79;17;2;0
22/03/2020;;Acre;0;0;11;0
22/03/2020;;Alagoas;89;63;7;0
22/03/2020;;Amapá;84;49;1;0
22/03/2020;;Amazonas;0;0;26;0
22/03/2020;;Bahia;601;0;49;0
22/03/2020;;Ceará;0;0;125;0
22/03/2020;;Distrito Federal;3301;1815;117;0
22/03/2020;;Espírito Santo;696;252;26;0
22/03/2020;;Goiás;765;170;21;0
22/03/2020;;Maranhão;280;136;2;0
22/03/2020;;Mato Grosso;0;0;2;0
22/03/2020;;Mato Grosso do Sul;76;164;21;0
22/03/2020;;Minas Gerais;7190;0;83;0
22/03/2020;;Pará;207;101;4;0
22/03/2020;;Paraíba;187;40;1;0
22/03/2020;;Paraná;1354;159;54;0
22/03/2020;;Pernambuco;310;375;37;0
22/03/2020;;Piauí;117;92;6;0
22/03/2020;;Rio de Janeiro;0;0;186;3
22/03/2020;;Rio Grande do Norte;0;0;9;0
22/03/2020;;Rio Grande do Sul;0;0;72;0
22/03/2020;;Rondônia;163;30;3;0
22/03/2020;;Roraima;16;0;2;0
22/03/2020;;Santa Catarina;0;0;57;0
22/03/2020;;São Paulo;0;0;631;22
22/03/2020;;Sergipe;0;0;10;0
22/03/2020;;Tocantins;0;0;2;0
23/03/2020;;Acre;199;180;17;0
23/03/2020;;Alagoas;120;64;8;0
23/03/2020;;Amapá;77;70;1;0
23/03/2020;;Amazonas;20;0;32;0
23/03/2020;;Bahia;0;725;63;0
23/03/2020;;Ceará;0;0;164;0
23/03/2020;;Distrito Federal;3631;2017;135;0
23/03/2020;;Espírito Santo;739;255;29;0
23/03/2020;;Goiás;765;170;23;0
23/03/2020;;Maranhão;280;87;2;0
23/03/2020;;Mato Grosso;210;37;6;0
23/03/2020;;Mato Grosso do Sul;70;198;21;0
23/03/2020;;Minas Gerais;7766;0;128;0
23/03/2020;;Pará;207;101;5;0
23/03/2020;;Paraíba;61;25;2;0
23/03/2020;;Paraná;1519;159;60;0
23/03/2020;;Pernambuco;0;0;42;0
23/03/2020;;Piauí;148;115;6;0
23/03/2020;;Rio de Janeiro;0;0;233;4
23/03/2020;;Rio Grande do Norte;282;44;13;0
23/03/2020;;Rio Grande do Sul;132;655;96;0
23/03/2020;;Rondônia;0;0;3;0
23/03/2020;;Roraima;7;22;2;0
23/03/2020;;Santa Catarina;410;0;86;0
23/03/2020;;São Paulo;0;0;745;30
23/03/2020;;Sergipe;0;0;10;0
23/03/2020;;Tocantins;0;0;5;0
24/03/2020;;Acre;248;224;21;0
24/03/2020;;Alagoas;0;0;7;0
24/03/2020;;Amapá;84;70;1;0
24/03/2020;;Amazonas;0;0;47;0
24/03/2020;;Bahia;725;0;76;0
24/03/2020;;Ceará;0;0;185;0
24/03/2020;;Distrito Federal;3666;2423;161;0
24/03/2020;;Espírito Santo;0;0;40;0
24/03/2020;;Goiás;765;170;27;0
24/03/2020;;Maranhão;0;0;8;0
24/03/2020;;Mato Grosso;210;0;7;0
24/03/2020;;Mato Grosso do Sul;38;256;24;0
24/03/2020;;Minas Gerais;11832;0;130;0
24/03/2020;;Pará;168;215;5;0
24/03/2020;;Paraíba;0;80;3;0
24/03/2020;;Paraná;197;1844;70;0
24/03/2020;;Pernambuco;0;0;42;0
24/03/2020;;Piauí;0;0;6;0
24/03/2020;;Rio de Janeiro;0;0;305;6
24/03/2020;;Rio Grande do Norte;452;0;14;0
24/03/2020;;Rio Grande do Sul;204;826;112;0
24/03/2020;;Rondônia;48;0;3;0
24/03/2020;;Roraima;0;0;2;0
24/03/2020;;Santa Catarina;336;0;108;0
24/03/2020;;São Paulo;0;0;810;40
24/03/2020;;Sergipe;9;66;15;0
24/03/2020;;Tocantins;0;0;7;0
25/03/2020;;Acre;0;0;23;0
25/03/2020;;Alagoas;0;0;11;0
25/03/2020;;Amapá;0;0;1;0
25/03/2020;;Amazonas;0;0;54;1
25/03/2020;;Bahia;0;0;84;0
25/03/2020;;Ceará;0;0;200;0
25/03/2020;;Distrito Federal;0;0;160;0
25/03/2020;;Espírito Santo;0;0;39;0
25/03/2020;;Goiás;0;0;29;0
25/03/2020;;Maranhão;0;0;8;0
25/03/2020;;Mato Grosso;0;0;8;0
25/03/2020;;Mato Grosso do Sul;0;0;24;0
25/03/2020;;Minas Gerais;0;0;133;0
25/03/2020;;Pará;0;0;7;0
25/03/2020;;Paraíba;0;0;3;0
25/03/2020;;Paraná;0;0;81;0
25/03/2020;;Pernambuco;0;0;46;1
25/03/2020;;Piauí;0;0;8;0
25/03/2020;;Rio de Janeiro;0;0;370;6
25/03/2020;;Rio Grande do Norte;0;0;14;0
25/03/2020;;Rio Grande do Sul;0;0;123;1
25/03/2020;;Rondônia;0;0;5;0
25/03/2020;;Roraima;0;0;8;0
25/03/2020;;Santa Catarina;0;0;109;0
25/03/2020;;São Paulo;0;0;862;48
25/03/2020;;Sergipe;0;0;16;0
25/03/2020;;Tocantins;0;0;7;0
26/03/2020;;Acre;0;0;24;0
26/03/2020;;Alagoas;0;0;11;0
26/03/2020;;Amapá;0;0;2;0
26/03/2020;;Amazonas;0;0;67;1
26/03/2020;;Bahia;0;0;104;0
26/03/2020;;Ceará;0;0;235;3
26/03/2020;;Distrito Federal;0;0;200;0
26/03/2020;;Espírito Santo;0;0;39;0
26/03/2020;;Goiás;0;0;39;1
26/03/2020;;Maranhão;0;0;10;0
26/03/2020;;Mato Grosso;0;0;11;0
26/03/2020;;Mato Grosso do Sul;0;0;25;0
26/03/2020;;Minas Gerais;0;0;153;0
26/03/2020;;Pará;0;0;13;0
26/03/2020;;Paraíba;0;0;5;0
26/03/2020;;Paraná;0;0;102;0
26/03/2020;;Pernambuco;0;0;48;3
26/03/2020;;Piauí;0;0;9;0
26/03/2020;;Rio de Janeiro;0;0;421;9
26/03/2020;;Rio Grande do Norte;0;0;19;0
26/03/2020;;Rio Grande do Sul;0;0;168;1
26/03/2020;;Rondônia;0;0;5;0
26/03/2020;;Roraima;0;0;8;0
26/03/2020;;Santa Catarina;0;0;122;1
26/03/2020;;São Paulo;0;0;1052;58
26/03/2020;;Sergipe;0;0;16;0
26/03/2020;;Tocantins;0;0;7;0
27/03/2020;;Acre;0;0;25;0
27/03/2020;;Alagoas;0;0;11;0
27/03/2020;;Amapá;0;0;2;0
27/03/2020;;Amazonas;0;0;81;1
27/03/2020;;Bahia;0;0;115;0
27/03/2020;;Ceará;0;0;282;3
27/03/2020;;Distrito Federal;0;0;230;0
27/03/2020;;Espírito Santo;0;0;47;0
27/03/2020;;Goiás;0;0;49;1
27/03/2020;;Maranhão;0;0;13;0
27/03/2020;;Mato Grosso;0;0;11;0
27/03/2020;;Mato Grosso do Sul;0;0;28;0
27/03/2020;;Minas Gerais;0;0;189;0
27/03/2020;;Pará;0;0;13;0
27/03/2020;;Paraíba;0;0;9;0
27/03/2020;;Paraná;0;0;119;2
27/03/2020;;Pernambuco;0;0;56;4
27/03/2020;;Piauí;0;0;9;0
27/03/2020;;Rio de Janeiro;0;0;493;10
27/03/2020;;Rio Grande do Norte;0;0;28;0
27/03/2020;;Rio Grande do Sul;0;0;195;2
27/03/2020;;Rondônia;0;0;6;0
27/03/2020;;Roraima;0;0;10;0
27/03/2020;;Santa Catarina;0;0;149;1
27/03/2020;;São Paulo;0;0;1223;68
27/03/2020;;Sergipe;0;0;16;0
27/03/2020;;Tocantins;0;0;8;0
28/03/2020;;Acre;0;0;25;0
28/03/2020;;Alagoas;0;0;14;0
28/03/2020;;Amapá;0;0;4;0
28/03/2020;;Amazonas;0;0;111;1
28/03/2020;;Bahia;0;0;128;0
28/03/2020;;Ceará;0;0;314;4
28/03/2020;;Distrito Federal;0;0;260;0
28/03/2020;;Espírito Santo;0;0;53;0
28/03/2020;;Goiás;0;0;56;1
28/03/2020;;Maranhão;0;0;14;0
28/03/2020;;Mato Grosso;0;0;13;0
28/03/2020;;Mato Grosso do Sul;0;0;31;0
28/03/2020;;Minas Gerais;0;0;205;0
28/03/2020;;Pará;0;0;17;0
28/03/2020;;Paraíba;0;0;14;0
28/03/2020;;Paraná;0;0;133;2
28/03/2020;;Pernambuco;0;0;68;5
28/03/2020;;Piauí;0;0;11;1
28/03/2020;;Rio de Janeiro;0;0;558;13
28/03/2020;;Rio Grande do Norte;0;0;45;0
28/03/2020;;Rio Grande do Sul;0;0;197;2
28/03/2020;;Rondônia;0;0;6;0
28/03/2020;;Roraima;0;0;12;0
28/03/2020;;Santa Catarina;0;0;184;1
28/03/2020;;São Paulo;0;0;1,406;84
28/03/2020;;Sergipe;0;0;16;0
28/03/2020;;Tocantins;0;0;9;0
29/03/2020;;Acre;0;0;34;0
29/03/2020;;Alagoas;0;0;17;0
29/03/2020;;Amapá;0;0;4;0
29/03/2020;;Amazonas;0;0;140;1
29/03/2020;;Bahia;0;0;154;1
29/03/2020;;Ceará;0;0;348;5
29/03/2020;;Distrito Federal;0;0;289;1
29/03/2020;;Espírito Santo;0;0;60;0
29/03/2020;;Goiás;0;0;58;1
29/03/2020;;Maranhão;0;0;16;0
29/03/2020;;Mato Grosso;0;0;16;0
29/03/2020;;Mato Grosso do Sul;0;0;36;0
29/03/2020;;Minas Gerais;0;0;231;0
29/03/2020;;Pará;0;0;18;0
29/03/2020;;Paraíba;0;0;14;0
29/03/2020;;Paraná;0;0;148;2
29/03/2020;;Pernambuco;0;0;73;5
29/03/2020;;Piauí;0;0;14;1
29/03/2020;;Rio de Janeiro;0;0;600;17
29/03/2020;;Rio Grande do Norte;0;0;68;1
29/03/2020;;Rio Grande do Sul;0;0;226;2
29/03/2020;;Rondônia;0;0;6;0
29/03/2020;;Roraima;0;0;16;0
29/03/2020;;Santa Catarina;0;0;194;1
29/03/2020;;São Paulo;0;0;1451;98
29/03/2020;;Sergipe;0;0;16;0
29/03/2020;;Tocantins;0;0;9;0
30/03/2020;;Acre;0;0;42;0
30/03/2020;;Alagoas;0;0;17;0
30/03/2020;;Amapá;0;0;8;0
30/03/2020;;Amazonas;0;0;151;1
30/03/2020;;Bahia;0;0;176;1
30/03/2020;;Ceará;0;0;372;5
30/03/2020;;Distrito Federal;0;0;312;1
30/03/2020;;Espírito Santo;0;0;72;0
30/03/2020;;Goiás;0;0;61;1
30/03/2020;;Maranhão;0;0;23;1
30/03/2020;;Mato Grosso;0;0;18;0
30/03/2020;;Mato Grosso do Sul;0;0;44;0
30/03/2020;;Minas Gerais;0;0;261;1
30/03/2020;;Pará;0;0;21;0
30/03/2020;;Paraíba;0;0;15;0
30/03/2020;;Paraná;0;0;155;3
30/03/2020;;Pernambuco;0;0;78;6
30/03/2020;;Piauí;0;0;16;3
30/03/2020;;Rio de Janeiro;0;0;657;18
30/03/2020;;Rio Grande do Norte;0;0;77;1
30/03/2020;;Rio Grande do Sul;0;0;241;3
30/03/2020;;Rondônia;0;0;6;0
30/03/2020;;Roraima;0;0;16;0
30/03/2020;;Santa Catarina;0;0;197;1
30/03/2020;;São Paulo;0;0;1517;113
30/03/2020;;Sergipe;0;0;16;0
30/03/2020;;Tocantins;0;0;10;0
